"Original_Topic","Cited_Topic","weight","distance"
14,11,141,0.00709219858156028
14,12,11,0.0909090909090909
14,13,3,0.333333333333333
14,15,9,0.111111111111111
14,17,1,1
14,18,3,0.333333333333333
14,19,4,0.25
14,20,6,0.166666666666667
14,21,1,1
14,22,35,0.0285714285714286
14,23,78,0.0128205128205128
14,24,5,0.2
14,25,4,0.25
14,26,15,0.0666666666666667
14,27,1,1
14,28,33,0.0303030303030303
14,29,28,0.0357142857142857
14,30,10,0.1
14,32,2,0.5
14,33,4,0.25
14,34,4,0.25
14,35,156,0.00641025641025641
14,36,14,0.0714285714285714
15,1,10,0.1
15,2,25,0.04
15,3,71,0.0140845070422535
15,4,11,0.0909090909090909
15,5,5,0.2
15,6,8,0.125
15,7,13,0.0769230769230769
15,8,44,0.0227272727272727
15,9,7,0.142857142857143
15,10,102,0.00980392156862745
15,11,48,0.0208333333333333
15,13,8,0.125
15,14,20,0.05
15,16,3,0.333333333333333
15,17,11,0.0909090909090909
15,18,7,0.142857142857143
15,19,9,0.111111111111111
15,20,24,0.0416666666666667
15,22,7,0.142857142857143
15,23,69,0.0144927536231884
15,24,6,0.166666666666667
15,25,7,0.142857142857143
15,26,8,0.125
15,27,2,0.5
15,28,3,0.333333333333333
15,29,11,0.0909090909090909
15,30,20,0.05
15,31,3,0.333333333333333
15,32,21,0.0476190476190476
15,33,2,0.5
15,34,18,0.0555555555555556
15,35,17,0.0588235294117647
15,36,7,0.142857142857143
16,1,23,0.0434782608695652
16,2,21,0.0476190476190476
16,3,4,0.25
16,4,10,0.1
16,5,14,0.0714285714285714
16,6,13,0.0769230769230769
16,7,15,0.0666666666666667
16,8,7,0.142857142857143
16,9,5,0.2
16,10,48,0.0208333333333333
16,11,8,0.125
16,12,1,1
16,13,8,0.125
16,14,3,0.333333333333333
16,15,6,0.166666666666667
16,17,12,0.0833333333333333
16,18,10,0.1
16,19,2,0.5
16,20,8,0.125
16,21,11,0.0909090909090909
16,22,9,0.111111111111111
16,23,13,0.0769230769230769
16,24,1,1
16,25,4,0.25
16,26,7,0.142857142857143
16,27,10,0.1
16,29,38,0.0263157894736842
16,30,32,0.03125
16,31,8,0.125
16,32,5,0.2
16,33,3,0.333333333333333
16,34,20,0.05
16,35,4,0.25
16,36,3,0.333333333333333
17,1,43,0.0232558139534884
17,2,22,0.0454545454545455
17,3,32,0.03125
17,4,49,0.0204081632653061
17,5,3,0.333333333333333
17,6,7,0.142857142857143
17,7,22,0.0454545454545455
17,8,27,0.037037037037037
17,9,4,0.25
17,10,130,0.00769230769230769
17,11,9,0.111111111111111
17,12,1,1
17,13,7,0.142857142857143
17,14,6,0.166666666666667
17,15,10,0.1
17,16,6,0.166666666666667
17,18,9,0.111111111111111
17,19,8,0.125
17,20,5,0.2
17,21,5,0.2
17,22,18,0.0555555555555556
17,23,16,0.0625
17,24,5,0.2
17,25,14,0.0714285714285714
17,26,1,1
17,27,7,0.142857142857143
17,28,5,0.2
17,29,49,0.0204081632653061
17,30,68,0.0147058823529412
17,31,1,1
17,32,15,0.0666666666666667
17,33,4,0.25
17,34,51,0.0196078431372549
17,35,14,0.0714285714285714
17,36,3,0.333333333333333
18,1,18,0.0555555555555556
18,2,13,0.0769230769230769
18,3,32,0.03125
18,4,54,0.0185185185185185
18,5,4,0.25
18,6,10,0.1
18,7,16,0.0625
18,8,35,0.0285714285714286
18,9,12,0.0833333333333333
18,10,138,0.0072463768115942
18,11,35,0.0285714285714286
18,12,2,0.5
18,13,14,0.0714285714285714
18,14,23,0.0434782608695652
18,15,21,0.0476190476190476
18,16,10,0.1
18,17,13,0.0769230769230769
18,19,2,0.5
18,20,15,0.0666666666666667
18,21,4,0.25
18,22,18,0.0555555555555556
18,23,24,0.0416666666666667
18,24,1,1
18,25,14,0.0714285714285714
18,26,3,0.333333333333333
18,27,14,0.0714285714285714
18,28,6,0.166666666666667
18,29,51,0.0196078431372549
18,30,31,0.032258064516129
18,31,3,0.333333333333333
18,32,5,0.2
18,33,4,0.25
18,34,28,0.0357142857142857
18,35,16,0.0625
18,36,5,0.2
19,1,3,0.333333333333333
19,2,7,0.142857142857143
19,3,19,0.0526315789473684
19,4,34,0.0294117647058824
19,5,3,0.333333333333333
19,6,3,0.333333333333333
19,7,5,0.2
19,8,11,0.0909090909090909
19,9,3,0.333333333333333
19,10,81,0.0123456790123457
19,11,17,0.0588235294117647
19,12,3,0.333333333333333
19,13,7,0.142857142857143
19,14,24,0.0416666666666667
19,15,19,0.0526315789473684
19,16,5,0.2
19,17,12,0.0833333333333333
19,18,2,0.5
19,20,2,0.5
19,21,6,0.166666666666667
19,22,25,0.04
19,23,27,0.037037037037037
19,24,1,1
19,25,3,0.333333333333333
19,26,6,0.166666666666667
19,27,3,0.333333333333333
19,28,9,0.111111111111111
19,29,22,0.0454545454545455
19,30,31,0.032258064516129
19,31,2,0.5
19,32,18,0.0555555555555556
19,33,5,0.2
19,34,20,0.05
19,35,19,0.0526315789473684
19,36,8,0.125
20,1,3,0.333333333333333
20,2,6,0.166666666666667
20,3,6,0.166666666666667
20,4,20,0.05
20,5,5,0.2
20,6,11,0.0909090909090909
20,7,6,0.166666666666667
20,8,7,0.142857142857143
20,9,2,0.5
20,10,58,0.0172413793103448
20,11,14,0.0714285714285714
20,12,2,0.5
20,13,11,0.0909090909090909
20,14,3,0.333333333333333
